None,2008-09-25 14:11:17,3531149136,None,2012-01-17 04:54:24,2008-09-10 06:54:21,None,None,None,5,dmgm08_1beammag.00087761.debug_efd.daq.RAW.o4,87761,2022-04-20 14:54:29
None,None,81272076,None,2012-01-17 05:18:03,2008-09-10 07:24:49,None,None,None,5,data08_1beammag.00087763.physics_MBTS_BCM_LUCID.daq.RAW.o4,87763,2022-04-20 14:54:29
None,None,1169813524,None,2012-01-17 05:12:07,2008-09-10 15:12:31,None,None,None,40,data08_1beammag.00087764.debug_hlterror.daq.RAW.o4,87764,2022-04-20 14:54:28
None,2009-08-04 19:03:38,47974508,None,2012-01-17 05:23:00,2008-09-10 15:13:31,None,None,None,4,data08_1beammag.00087764.physics_BPTX.daq.RAW.o4,87764,2022-04-20 14:54:28
None,2009-11-17 22:39:05,129147147744,None,2012-01-17 05:03:16,2008-09-10 15:07:02,None,None,None,65,data08_1beammag.00087764.physics_L1Calo.daq.RAW.o4,87764,2022-04-20 14:54:28
