None,2017-10-04 21:14:12,908169241276,data16_13TeV,2016-11-22 18:12:03,2016-11-21 01:30:05,None,None,None,635,data16_13TeV.00310969.physics_BphysDelayed.merge.AOD.r8777_p2884_tid09897933_00,310969,2022-04-20 18:36:41
513,2019-02-25 23:03:52,207332251836,None,2016-10-20 07:44:02,2016-10-19 19:00:05,None,None,None,774,data16_13TeV.00310969.physics_CosmicCalo.merge.RAW,310969,2022-04-20 18:34:56
None,None,179559684772,None,2016-10-20 08:15:09,2016-10-20 00:15:45,None,None,None,494,data16_13TeV.00310969.physics_L1Calo.merge.RAW,310969,2022-04-20 18:34:46
None,None,19562407576,data16,2019-02-15 20:28:49,2019-02-15 14:49:51,None,None,None,2,data16_13TeV.00310969.physics_Late.archive.RAW.p3752_tid17116563_00,310969,2022-04-20 18:35:46
712,2020-09-07 16:49:28,19562296540,None,2016-10-20 08:15:09,2016-10-20 00:13:09,None,None,None,494,data16_13TeV.00310969.physics_Late.merge.RAW,310969,2022-04-20 18:37:50
None,None,4537398291,data16_13TeV,2021-09-02 10:22:13,2021-09-02 04:43:28,None,None,None,1,data16_13TeV.00310969.physics_Main.merge.DAOD_TAUMUH.r12746_r12746_p3826_p3826_tid26235646_00,310969,2021-09-02 10:22:13
35,2021-09-01 22:32:41,77745450113,data16_13TeV,2021-09-01 21:51:10,2021-08-06 05:05:07,None,None,None,56,data16_13TeV.00310969.physics_Main.merge.DESDM_EXOTHIP.r12746_p3833_tid26232349_00,310969,2021-09-01 22:33:36
38,2022-04-09 08:46:41,577978041093,data16_13TeV:rel22repro,2021-12-25 05:37:59,2021-12-18 06:14:30,None,None,None,71,data16_13TeV.00310969.physics_Main.merge.DESDM_MCP.r13286_p4913_tid27639856_00,310969,2022-04-09 08:46:53
None,None,127124576252,None,2016-10-20 08:05:18,2016-10-19 19:00:05,None,None,None,333,data16_13TeV.00310969.physics_Standby.merge.RAW,310969,2022-04-20 18:36:22
563,2023-02-23 07:46:17,450021575960,None,2016-10-20 08:25:00,2016-10-20 00:15:45,None,None,None,495,data16_13TeV.00310969.physics_ZeroBias.merge.RAW,310969,2023-02-23 07:47:12
None,None,2621902168,None,2016-10-20 21:41:33,2016-10-20 21:28:35,None,None,None,12,data16_13TeV.00311069.calibration_LArCellsEmpty.daq.RAW,311069,2022-04-20 18:29:06
None,None,28461584,None,2016-10-20 21:41:33,2016-10-20 21:38:57,None,None,None,2,data16_13TeV.00311069.calibration_lucid.daq.RAW,311069,2022-04-20 18:27:20
None,None,1339379564296,None,2016-10-21 09:11:06,2016-10-21 02:12:19,None,None,None,516,data16_13TeV.00311071.calibration_CostMonitoring.daq.RAW,311071,2022-04-20 18:23:32
115,2022-03-04 02:41:48,245561548054,data16_13TeV,2021-12-08 10:48:24,2021-11-30 05:54:43,None,None,None,155,data16_13TeV.00311071.calibration_DataScouting_05_Jets.merge.AOD.r10657_p3592_tid27456640_00,311071,2022-03-04 02:42:01
None,1970-01-18 03:42:49,268869095412,None,2016-10-21 09:11:06,2016-10-21 01:12:43,None,None,None,114,data16_13TeV.00311071.calibration_LArNoiseBurst.daq.RAW,311071,2022-04-20 18:22:44
None,None,7778692664,None,2016-10-21 08:57:07,2016-10-21 03:11:24,None,None,None,8,data16_13TeV.00311071.calibration_lucid.daq.RAW,311071,2022-04-20 18:29:09
